Date,Agency,Category,Information,Link
29. April 2024,World Health Organisation WHO,Guidance,The selection and use of essential medicines (2023) - TRS 1049,
22. April 2024,Egyptian Drug Authority,Form,Updating The Registeration Form,
22. April 2024,European Directorate for the Quality of Medicines & HealthCare,Deadline,Survey on strategy for Ph. Eur. quality standards for MABs,
22. April 2024,European Directorate for the Quality of Medicines & HealthCare,Consultation,Guidance Traceability of Medicines in Hospital Settings,
22. April 2024,European Commission Medical Device Coordination Group,Guidance,MDCG 2024-4 Safety reporting in performance studies of EU IVDR Template: MDCG 2022-9 / Rev.1 Summary of safety and performance,
22. April 2024,European Commission Medical Device Coordination Group,Guidance,MDCG 2024-5 - Guidance on the InvestigatorÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Brochure content,
22. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,RegulatoryConnect,
22. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Rolling review for marketing authorisation applications,
22. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,150-day assessment for national applications for medicines,
22. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,MAH submission of Nitrosamine risk and confirmatory testing,
22. April 2024,Medical Device Authority Malaysia,Announcement,Quotation Medical Device Testing Services,
22. April 2024,Medical Device Authority Malaysia,Directive,Implementation of One License Policy For Each Establisment Role,
22. April 2024,Department of Health The Government of the Hong Kong,MDACS,Update-Medical Device Information System,
22. April 2024,Swissmedic,Guidance,Medical Device Software,
22. April 2024,Swissmedic,Form,New authorisation of human medicinal products,
22. April 2024,Swissmedic,Guidance,GMP compliance by foreign manufacturers,
22. April 2024,Swissmedic,Form,Status of authorisation applications abroad,
22. April 2024,"Therapeutic Goods Administration (TGA), Australia",Consultation,Availability of Instructions For Use (IFU) in more flexible formats,
22. April 2024,"Therapeutic Goods Administration (TGA), Australia",Standard,Sunscreen Standard update,
22. April 2024,USA Food & Drug Administration FDA,Announcement,New Dataset - Chemical Characterization Methods for Biocompatibility,
22. April 2024,USA Food & Drug Administration FDA,Announcement,CDER Center for Clinical Trial Innovation (C3TI),
22. April 2024,USA Food & Drug Administration FDA,SOPP 8101.2,Scheduling and Documentation of Meetings with Industry,
22. April 2024,USA Food & Drug Administration FDA,Guidance,Data Standards Catalog,
22. April 2024,USA Food & Drug Administration FDA,Reports,CDRH Issues 2024 Safety and Innovation Reports,
22. April 2024,USA Food & Drug Administration FDA,Guidance Snapshots,Pharmacokinetics Impaired Renal Function,
22. April 2024,USA Food & Drug Administration FDA,CDER Discussion,Proposed Rule to Help Patients Understand Their Prescription Medication Information,
22. April 2024,World Health Organisation WHO,Guidance,"WHO pharmaceuticals newsletter - No. 2, 2024",
15. April 2024,ANVISA Brazil,Normative Instruction,Procedure for acceptance of applications - Mutual Recognition,
15. April 2024,CDSCO India,Guidance,Stabilty Studies of In-vitro Diagnostic Medical Device (IVDMD),
15. April 2024,Egyptian Drug Authority,Guidance,Mechanism of inquiry and follow-up of the position of stability studies,
15. April 2024,European Directorate for the Quality of Medicines & HealthCare (EDQM),Press Release,JP and Ph. Eur. launch harmonisation project for API & Finished Form,
15. April 2024,European Commission,Final Report,Study on the implementation of Article 17 of EU MDR in EU,
15. April 2024,European Commission,Dashboard,A Study & Dashboard reprocessing and reuse of single-use-devices,
15. April 2024,European Medicines Agency,Meeting,Pharmacovigilance Risk Assessment Committee 8-11 April 2024,
15. April 2024,ISO (International Organization for Standardization),Standard,"ISO Update March 1, 2024 to April 1, 2024",
15. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,International Recognition Procedure,
15. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Borderlines with medical devices and other products in Great Britain,
15. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Medicines: apply for a parallel import licence,
15. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical trials for medicines: apply for authorisation in the UK,
15. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Notify the MHRA about a clinical investigation for a medical device,
15. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Medicines: reclassify your product,
15. April 2024,Medicines and Healthcare products Regulatory Agency,Pharmacopoeia Guidance,ATMP T Cell and NK Cell Characterisation Assays,
15. April 2024,Department of Health and Social Care,Guidance,Medical technology innovation classification framework,
15. April 2024,Department of Health and Social Care,Policy Paper,Medical technology strategy,
15. April 2024,"MEDSAFE, New Zealand",Consultation,Outcome of the consultation on standards for contraceptive devices,
15. April 2024,"NMPA-National Medical Products Administration, Peoples Republic of China",Guidance,Clinical Evaluation and Registration Review of Absorbable Sutures,
15. April 2024,"NMPA-National Medical Products Administration, Peoples Republic of China",Consultation,Registration & Review of Matrix Soft Tissue Wound Repair,
15. April 2024,"NMPA-National Medical Products Administration, Peoples Republic of China",Notice,Medical Device Registration Review Guideline Plan (No. 17 [2024]),
15. April 2024,Saudi Food & Drug Authority,Guidance,General Considerations for Preclinical Studies Submissions,
15. April 2024,Swissmedic,Form,Adverse Reaction Report CT ATMP,
15. April 2024,Swissmedic,Information Sheet,"Reporting Adverse reactions with ATMPs,(bacteriophages, etc.)",
15. April 2024,Swissmedic,Technical interpretation,Retention Samples,
15. April 2024,Swissmedic,Form,Reporting a suspected adverse drug reaction (UAW),
15. April 2024,Swissmedic,Checklist,Application for operating license to handle controlled substances,
15. April 2024,Swissmedic,Regulation,Regulations on fee collection,
15. April 2024,Swissmedic,Form,Field Safety Corrective Action (FSCA) Report,
15. April 2024,"Therapeutic Goods Administration (TGA), Australia",Form,Clinical trial notification (CTN) form,
15. April 2024,USA Food & Drug Administration FDA,Record,eSubmitter Application History,
8. April 2024,CDSCO India,Notice,Strengthening of Private Medical Device Testing Laboratory,
8. April 2024,Egyptian Drug Authority,Guidance,Third edition regulatory guide for the decision of the EDA  No. (450) of 2023,
8. April 2024,Egyptian Drug Authority,Guidance,Rational use of antifungals,
8. April 2024,European Medicines Agency,Procedure,Procedural Advice on Zero day MR procedure,
8. April 2024,European Medicines Agency,Q&A,Pharmacovigilance Legislation,
8. April 2024,"Health Sciences Authority (HSA), Singapore",Guidance,Regulatory Updates for Therapeutic Product Registration,
8. April 2024,"Health Sciences Authority (HSA), Singapore",Guidance,Points to Consider for Singapore Labelling,
8. April 2024,"Health Sciences Authority (HSA), Singapore",Guidance,Implementation of electronic labelling (e-labelling) Non Pres. GS,
8. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,"Assistive technology: definitions, examples and safe use",
8. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,ICH Technical Requirements for Pharmaceuticals for Human Use Guidelines,
8. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Drugs and pharmaceutical electronic market information tool (eMIT),
8. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,UK Parallel Import Licences Following Agreement of the Windsor Framework,
8. April 2024,Medicines and Healthcare products Regulatory Agency,Blog,DSUR Submissions and Fees are Changing from 1 June 2024,
8. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Innovative Licensing & Access Pathway & Target Product Profile Toolkit,
8. April 2024,"NMPA-National Medical Products Administration, Peoples Republic of China",Consultation,Notice on the public solicitation: industry standards for clinical evaluation,
8. April 2024,Department of Health The Government of the Hong Kong,MDACS,Medical Device Information System,
8. April 2024,Swissmedic,Guidance,Export Certificates,
8. April 2024,Swissmedic,Strategisches Dokument,Verhaltenskodex Swissmedic,
8. April 2024,Swissmedic,Journal,Swissmedic Journal March 2024,
8. April 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Updated guidelines for Assessed listed medicines,
8. April 2024,USA Food & Drug Administration FDA,eSTAR,eSTAR is now available for voluntary use for 513(g),
8. April 2024,USA Food & Drug Administration FDA,Guidance,FDA Regional Implementation Guide for E2B(R3) Electronic Transmission of Individual Case Safety Reports for Drug and Biological Products,
8. April 2024,USA Food & Drug Administration FDA,Guidance,Providing Regulatory Submissions in Electronic Format: IND Safety Reports,
8. April 2024,USA Food & Drug Administration FDA,Guidance,E-Submission of Expedited Safety Reports From IND-Exempt BA/BE Studies,
8. April 2024,USA Food & Drug Administration FDA,Guidance,Data Integrity for In Vivo Bioavailability and Bioequivalence Studies,
8. April 2024,USA Food & Drug Administration FDA,Report,The Office of Pharmaceutical Quality (OPQ) Issues Annual Report for 2023,
8. April 2024,USA Food & Drug Administration FDA,"Snapshot, Podcast, Guidance",Considerations for Antibody-Drug Conjugates,
8. April 2024,USA Food & Drug Administration FDA,Guidance MDDT,Lethal Arrhythmia Database Qualified as an MDDT,
8. April 2024,USA Food & Drug Administration FDA,Report,CDERÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Office of Communications (OCOMM) Annual Report for 2023,
8. April 2024,Medicines Control Authority of Zimbabwe (MCAZ),Invitation,new system of processing applications for registration - Circular 26 of 2023,
8. April 2024,World Health Organisation WHO,Guidance,Implementation guide to the routine health information system toolkit,
1. April 2024,Drug Regulatory Authority of Pakistan,Guidance,Good Clinical Practice (GCP) Inspections,
1. April 2024,Egyptian Drug Authority,Declaration,Registration of pharmaceutical form medical supplies (Dosage form),
1. April 2024,European Commission,Guidance,Responsible use of generative Artificial Intelligence in research,
1. April 2024,European Commission,Request,Use of brain stimulators not having an intended medical purpose,
1. April 2024,European Commission,Overview,Devices subject to the clinical evaluation consultation procedure,
1. April 2024,European Commission,Guidance,Quantitative Evidence Synthesis: Direct and Indirect Comparisons,
1. April 2024,European Commission,Guidance,Overview of language requirements for manufacturers of medical devices,
1. April 2024,European Medicines Agency,Guidance,"Quality, non-clinical and clinical requirements for investigationalÃƒâ€šÃ‚advanced therapy medicinal productsÃƒâ€šÃ‚inÃƒâ€šÃ‚clinical trials",
1. April 2024,European Medicines Agency,Guidance,Pre-authorisation procedural advice for users of the centralised procedure,
1. April 2024,European Medicines Agency,Guidance,"Preparation, conduct and reporting of EU pharmacovigilance inspections",
1. April 2024,European Medicines Agency,Fees,Regulatory information ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ adjusted fees for applications to EMA from 1 April 2024,
1. April 2024,International Medical Device Regulators Forum,Outcome Statement,25th Session of the IMDRF 11-15 March 2024,
1. April 2024,International Medical Device Regulators Forum,Jurisdictional Updates,25th Session of the IMDRF Regulatory Updates,
1. April 2024,International Medical Device Regulators Forum,Working Group Updates,25th Session of the IMDRF Working Groups,
1. April 2024,International Medical Device Regulators Forum,Industry Workshops,25th Session of the IMDRF Industry Workshop ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œRelianceÃƒÂ¢Ã¢â€šÂ¬Ã‚Â,
1. April 2024,Medical Device Authority Malaysia,Announcement,Faster Approval For Establishment License Application,
1. April 2024,Medical Device Authority Malaysia,Guidance,Establishment License Application,
1. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Regulation of devices in Northern Ireland,
1. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Apply for manufacturer or wholesaler of medicines licences,
1. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,"Clinical trials for medicines: manage authorisation, report safety issues",
1. April 2024,Medicines and Healthcare products Regulatory Agency,Guidance,RegulatoryConnect,
1. April 2024,Medicines and Healthcare products Regulatory Agency,Report,SaBTO annual report 2022 to 2023,
1. April 2024,"NMPA-National Medical Products Administration, Peoples Republic of China",Guidance,For the review of medical device usability engineering registration,
1. April 2024,"NMPA-National Medical Products Administration, Peoples Republic of China",Guidance,For the registration review of high-frequency surgical devices,
1. April 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Uniform recall procedure for therapeutic goods (URPTG),
1. April 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Authorised Prescriber Scheme,
1. April 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Supporting documentation for inclusion of a medical device,
1. April 2024,USA Food & Drug Administration FDA,SOPP,Managing MDUFA User Fee Payments and Billing,
1. April 2024,USA Food & Drug Administration FDA,Annual Report,National Center For Toxicological Research,
1. April 2024,USA Food & Drug Administration FDA,Guidance,Handling & Retention of Bioavailability BA & Bioequivalence BE Testing Samples,
1. April 2024,USA Food & Drug Administration FDA,Guidance,Animal Studies for Dental Bone Grafting - Premarket Notification (510(k)),
1. April 2024,World Health Organisation WHO,Technical brief,Artificial intelligence in sexual and reproductive health and rights,
1. April 2024,World Health Organisation WHO,Publication,Benefits & risks of using  AI for pharmaceutical development & delivery,
25. March 2024,CDSCO India,Circular,PSUR of Medical devices / IVD through MedicalÃƒâ€šÃ‚DevicesÃƒâ€šÃ‚Portal,
25. March 2024,European Commission,Press Release,Political agreement on European Health Data Space,
25. March 2024,European Commission,Press Release,EU AI Act: first regulation on artificial intelligence,
25. March 2024,European Commission,Posters,Prevention of non-communicable diseases,
25. March 2024,European Commission,Report,Prevention of non-communicable diseases,
25. March 2024,European Commission,Guidance,Deliverables of MDCG Subgroups ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ March 2024,
25. March 2024,European Commission,Consultation,Benefit-risk assessment of phthalates in certain medical devices,
25. March 2024,European Medicines Agency,Guidance,Electronic submission of information on investigational products,
25. March 2024,European Medicines Agency,Meeting,Committee for Medicinal Products for Human UseÃƒâ€šÃ‚(CHMP) March 2024,
25. March 2024,InternationalÃƒâ€šÃ‚ElectrotechnicalÃƒâ€šÃ‚Commission,Standard,IEC 80601-2-78:2019+AMD1:2024 medical robots forÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦,
25. March 2024,InternationalÃƒâ€šÃ‚ElectrotechnicalÃƒâ€šÃ‚Commission,Standard,IEC 63412-1:2024 PRVÃƒâ€šÃ‚Ultrasonics - Shear-wave elastography,
25. March 2024,InternationalÃƒâ€šÃ‚ElectrotechnicalÃƒâ€šÃ‚Commission,Standard,IEC 80601-2-58:2024 lens removal and vitrectomy devices,
25. March 2024,InternationalÃƒâ€šÃ‚ElectrotechnicalÃƒâ€šÃ‚Commission,Standard,IEC 61674:2024 Dosimeters X-ray diagnostic imaging,
25. March 2024,South African Health Products Regulatory Authority,News,South African eCTD 3.0 Launch,
25. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Medicines: reclassify your product,
25. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Advanced therapy medicinal products: regulation and licensing,
25. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Export drugs and medicines: special rules,
25. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Notify the MHRA about a clinical investigation for a medical device,
25. March 2024,"MEDSAFE, New Zealand",Consultation,Proposed updates to Pharmacovigilance Guidance,
25. March 2024,Italian Medicines Agency,Guidance,Ancillary medicinal substances incorporated in medical device,
25. March 2024,Swissmedic,Guidance,Application for license to grow cannabis for medical purposes,
25. March 2024,"Therapeutic Goods Administration (TGA), Australia",Consultation,Companion diagnostics guidance update,
25. March 2024,USA Food & Drug Administration FDA,Guidance,Controlled Correspondence Related to Generic Drug Development,
25. March 2024,USA Food & Drug Administration FDA,Guidance,"Manufacture of Batches in Support of NADAs, ANADAs, & CNADAs",
25. March 2024,USA Food & Drug Administration FDA,Guidance,Pharmacokinetics in Patients with Impaired Renal Function,
25. March 2024,USA Food & Drug Administration FDA,Guidance,Real-World Evidence: Non-Interventional Studies Drug & Biologics,
25. March 2024,USA Food & Drug Administration FDA,Update,Breakthrough Devices Program Metrics & Marketing Authorizations List,
25. March 2024,USA Food & Drug Administration FDA,Proposed Rule,Drug Products with Demonstrable Difficulties for Compounding,
25. March 2024,USA Food & Drug Administration FDA,Report,Division of Applied Regulatory Science Annual Report 2023,
25. March 2024,USA Food & Drug Administration FDA,Paper,Harnessing the Potential of Artificial Intelligence,
18. March 2024,ANVISA Brazil,Notice,Updates safety and performance requirements for medical devices,
18. March 2024,European Commission,Proposal,Better lifecycle management of medicine authorisation,
18. March 2024,European Commission,Guidance,MDCG 2024-3 - Clinical Investigation Plan for medical devices,
18. March 2024,European Commission,Survey,Notified Bodies Survey on certifications and applications (MDR/IVDR) Report:Member State Coordination Group on HTA (8 March 2024),
18. March 2024,European Commission,Factsheet,Steering innovation to address unmet medical needs,
18. March 2024,European Commission,Factsheet,Access to medicines in all Member States,
18. March 2024,European Medicines Agency,Guidance,Pharmacovigilance Risk Assessment Committee 4-7 March 2024,
18. March 2024,European Medicines Agency,Guidance,EudraVigilance support guide,
18. March 2024,European Medicines Agency,Guidance,Procedural advice for orphan medicinal product,
18. March 2024,European Medicines Agency,Guidance,Innovation Task Force (ITF) briefing meetings,
18. March 2024,International Medical Device Regulators Forum,Guidance,Adverse Event Terminology,
18. March 2024,Medicines and Healthcare products Regulatory Agency,Report,Equity in Medical Devices:Independent Review,
18. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Established Medicines marketing authorisation application changes,
18. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Notify the MHRA about a clinical investigation for a medical device,
18. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,British Pharmacopoeia Environmental sustainability,
18. March 2024,East Africa Regulatory Affairs Association (EARAPA),Announcement,PPB Kenya becomes Affilate member of MDSAP Program.,
18. March 2024,Swissmedic,Form,Quality defect report,
18. March 2024,Swissmedic,Guidance,Guidance Industry eCTD,
18. March 2024,Swissmedic,Guidance,Members list of Veterinary Medicines Expert Committees (VMEC),
18. March 2024,"Therapeutic Goods Administration (TGA), Australia",Notice,Referring to cosmetic injectables in advertising,
18. March 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Clinical trial notification (CTN) form - user guide,
18. March 2024,USA Food & Drug Administration FDA,Guidance,"Early AlzheimerÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Disease: Developing Drugs for Treatment,",
18. March 2024,USA Food & Drug Administration FDA,Guidance,Select Updates for the Premarket Cybersecurity Guidance,
18. March 2024,USA Food & Drug Administration FDA,Guidance,"Reportable Labeling Changes for NDA, ANDA Nonprescription Drugs",
18. March 2024,USA Food & Drug Administration FDA,Guidance,Evaluation of Thermal Effects of Medical Devices,
18. March 2024,USA Food & Drug Administration FDA,Guidance,E2D(R1) Post-Approval Safety Data,
18. March 2024,USA Food & Drug Administration FDA,Guidance,The Q-Submission Program,
18. March 2024,USA Food & Drug Administration FDA,Proposed Rule,Labeling Requirements for New Animal Drugs,
18. March 2024,World Health Organisation WHO,Mobile App,Biosafety risk assessment,
11. March 2024,Egyptian Drug Authority,Declaration,Extension to complete the scientific files of veterinary preparations,
11. March 2024,European Commission,Consultation,EU Health Technology Assessment Regulation,
11. March 2024,European Commission,Guidance,Advice on the indirect antiglobulin tests on request from the MDCG,
11. March 2024,European Commission,Update,44 Notified Bodies EU MDR 2017/746 medical devices,
11. March 2024,European Commission,Update,12 Notified Bodies EU IVDR 2017/746 in vitro diagnostics,
11. March 2024,European Commission,Regulation,Harmonised standards for terminal sterilisation and packaging,
11. March 2024,European Medicines Agency,Guidance,Excipients in the labelling and package leaflet of medicinal products,
11. March 2024,"Health Products Regulatory Authority (HPRA)Ãƒâ€šÃ‚, Ireland",Newsletter,HPRA Medical Devices 29 February 2024,
11. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,"Medicines: packaging, labelling and patient information leaflets",
11. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Established Medicines marketing authorisation application changes,
11. March 2024,"Health Sciences Authority (HSA), Singapore",Guidance,13 Guidance documents for medical devices - March 2024,
11. March 2024,ISO (International Organization for Standardization),Standard,"ISO Update February 1, 2024 to March 1, 2024",
11. March 2024,Swissmedic,Report,Authorisations of complementary & herbal medicinal products in 2023,
11. March 2024,Swissmedic,Journal,Swissmedic Journal 02/2024,
11. March 2024,Swissmedic,Consultation,ICH Guideline E2D(R1) launched in Switzerland,
11. March 2024,Swissmedic,Guidance,Guidance document Time limits for authorization applications,
11. March 2024,Swissmedic,Guidance,Members list of Human Medicines Expert Committees (HMEC),
11. March 2024,"Therapeutic Goods Administration (TGA), Australia",Notice,Health Canada agreement on GMP inspections initiative,
11. March 2024,"Therapeutic Goods Administration (TGA), Australia",Notice,"Update to manufacturing principles for medicines, API & Sunscreens",
11. March 2024,"Therapeutic Goods Administration (TGA), Australia",Publication,PIC/S Guide to GMP for medicinal products ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ version 16,
11. March 2024,"Therapeutic Goods Administration (TGA), Australia",Publication,Establishment of the Medicines Repurposing Program,
11. March 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Changes to the Permissible Ingredients Determination,
11. March 2024,"Therapeutic Goods Administration (TGA), Australia",Update,Update to listed medicine ingredients in March 2024,
11. March 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Advertising health services,
11. March 2024,USA Food & Drug Administration FDA,Guidance,"Understanding in Informed Consent Guidance for Sponsors,",
11. March 2024,USA Food & Drug Administration FDA,Guidance,Q14 Analytical Procedure Development,
11. March 2024,USA Food & Drug Administration FDA,Guidance,Q2(R2) Validation of Analytical Procedures,
11. March 2024,USA Food & Drug Administration FDA,Guidance,Augmented Reality and Virtual Reality Medical Devices,
11. March 2024,World Health Organisation WHO,Policy Brief,Medication without harm,
4. March 2024,ANVISA Brazil,Technical Note,The use of smartwatches for blood glucose measurement,
4. March 2024,CDSCO India,Guidance,Applications of PSURs MA of New Drugs SNDs FDCs Biologicals,
4. March 2024,Egyptian Drug Authority,Guidance,Management of variables for veterinary preparations,
4. March 2024,Egyptian Drug Authority,Draft Guidance,Naming of Human Pharmaceutical Products,
4. March 2024,Egyptian Drug Authority,Publication,Impact Analysis for Risk Based Lot Release for Biologics,
4. March 2024,Egyptian Drug Authority,Update,The MeDevice database,
4. March 2024,European Commission,Factsheet,Factsheet on EU actions on rare diseases,
4. March 2024,European Medicines Agency,Infographic,Orphan Medicines in the EU,
4. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Access Consortium,
4. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Apply for a licence to market a medicine in the UK,
4. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Established Medicines marketing authorisation application process,
4. March 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Medical devices: UK approved bodies,
4. March 2024,Medicines and Healthcare products Regulatory Agency,Report,Medicines and Medical Devices Act report 2024,
4. March 2024,Medicines and Healthcare products Regulatory Agency,Report,England Rare Diseases Action Plan 2024,
4. March 2024,National Institute of Standards and Technology (NIST),Guidance,Version 2.0 of Landmark Cybersecurity Framework,
4. March 2024,"Health Sciences Authority (HSA), Singapore",Regulation,Proposed Amendments to Regulation 23,
4. March 2024,"Health Sciences Authority (HSA), Singapore & Korea MFDS and Singapore HAS, Republic of Korea",News,Mutual Recognition Agreement on GMP for Medicinal Products,
4. March 2024,Swissmedic,Form,GMP/GCP/GVP/Medical Devices Inspections in Switzerland,
4. March 2024,Team NB,Position Paper,Classification of SARS CoV 2,
4. March 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Reformatting Product Information: Frequently asked questions,
4. March 2024,USA Food & Drug Administration FDA,Guidance,Reporting Amount of Listed Drugs and Biologics Conformance,
4. March 2024,USA Food & Drug Administration FDA,Guidance,Clinical Pharmacology Considerations for Antibody-Drug Conjugates,
4. March 2024,USA Food & Drug Administration FDA,Rule,"Animal Drugs; Approval,  Withdrawal, Change of Sponsor",
4. March 2024,USA Food & Drug Administration FDA,Report,LEADER 3D Public Report of External Engagement Analysis,
4. March 2024,USA Food & Drug Administration FDA,Update,Digital Diagnostics: Over-the-Counter (OTC) and Point-of-Care (POC),
4. March 2024,USA Food & Drug Administration FDA,Update,Harmonization & Interoperability Enhancement for Lab.Data (SHIELD),
26. February 2024,ACTIVE PHARMACEUTICAL INGREDIENTS COMMITTEE (APIC),Guidance,Quality Agreement Guideline & Template,
26. February 2024,CDSCO India,Guidance,Neutral Code for manufacturing of Medical Devices for export,
26. February 2024,Egyptian Drug Authority,Guidance,Post Market Quality Testing of Biotherapeutic Product in Egypt,
26. February 2024,European Commission,Press Release,Medical devices:  Council endorses new measures,
26. February 2024,European Commission,News,Possible second call for EU reference laboratories for high-risk IVD,
26. February 2024,European Medicines Agency,Meeting,(CHMP) Medicinal Products for Human UseÃƒâ€šÃ‚19-22 February 2024,
26. February 2024,International Council for Harmonisation,Training Material,Bioanalytical Method Validation and Study Sample AnalysisÃƒÂ¢Ã¢â€šÂ¬Ã‚Â,
26. February 2024,International Council for Harmonisation,Guidance,ICH Q3C(R9) Guideline reaches Step 4 of the ICH Process,
26. February 2024,International Council for Harmonisation,Guidance,ICH E2D(R1) draft Guideline reaches Step 2 of the ICH process,
26. February 2024,Medical Device Authority Malaysia,Guidance,Placement of HIV Self-test (HIVST) Kit un Malaysia Market,
26. February 2024,Medicines and Healthcare products Regulatory Agency,ATMP Guidance,Characterisation-Capsid Particle Population in rAAV Product,
26. February 2024,"MEDSAFE, New Zealand",Guidance,Submit an application for pseudoephedrine provisional consent,
26. February 2024,Swissmedic,Information Sheet,Medical Device Requirements for CAPA plans,
26. February 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,System or procedure packs,
26. February 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Medical device labelling obligations,
26. February 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Regulation of menstrual cups in Australia,
26. February 2024,"Therapeutic Goods Administration (TGA), Australia",Pilot Program,Pilot GMP Single Inspection Program,
26. February 2024,"Therapeutic Goods Administration (TGA), Australia",Checklist,Medical Devices Essential Principles Checklist,
26. February 2024,"TEAM AB, UK",Announcement,The formation of Team-AB,
26. February 2024,USA Food & Drug Administration FDA,Guidance,Select Updates for User Fee Small Business Qualification,
26. February 2024,USA Food & Drug Administration FDA,Guidance,Assessing COVID-19 in Outpatients in Clinical Trials of Drugs,
26. February 2024,USA Food & Drug Administration FDA,Letter to Industry,Fraudulent Unreliable Data in Premarket Submissions,
26. February 2024,USA Food & Drug Administration FDA,News,New Website - Clinical Pharmacology Pediatrics Program,
26. February 2024,USA Food & Drug Administration FDA,Report,Office of Generic Drugs 2023 Annual Report,
26. February 2024,USA Food & Drug Administration FDA,Update,Diagnostic Data Program,
19. February 2024,African Union Development Agency-NEPAD (AUDA-NEPAD)),News,2023 Edition on African Medicines Regulatory Harmonization (AMRH),
19. February 2024,European Commission,EUDAMED,All User guides and templates v2.14,
19. February 2024,European Medicines Agency,Catalogues,HMA-EMA real-world data sources and studies,
19. February 2024,CDSCO India,Guidance,sampling of drugs cosmetics and medical devices by Drugs Inspectors,
19. February 2024,International Medical Device Regulators Forum,Guiding Principles,To Support Medical Device Health Equity,
19. February 2024,International Medical Device Regulators Forum,Procedure,IMDRF Terms of Reference,
19. February 2024,Medicines and Healthcare products Regulatory Agency,Guidance,The Innovative Devices Access Pathway (IDAP),
19. February 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Implementation of medical devices future regime,
19. February 2024,Medicines and Healthcare products Regulatory Agency,Request,For regulators to publish an update on their strategic approach to AI,
19. February 2024,Swissmedic,Technical Interpretation,Shipment under Quarantine,
19. February 2024,USA Food & Drug Administration FDA,Guidance,Use of Data Monitoring Committees in Clinical Trials,
19. February 2024,USA Food & Drug Administration FDA,Guidance,Advanced Manufacturing Technologies Designation Program,
19. February 2024,USA Food & Drug Administration FDA,Guidance,Charging for Investigational Drugs Under an IND: Q&A,
19. February 2024,USA Food & Drug Administration FDA,Guidance,Product-Specific for Generic Drug Development,
19. February 2024,USA Food & Drug Administration FDA,SOPP 8419,Section 505(o)(4) Required Safety Labeling Changes,
19. February 2024,USA Food & Drug Administration FDA,Report,FDA Information Technology Operating Plan,
19. February 2024,USA Food & Drug Administration FDA,Report,FY23 Drug Safety Priorities Report,
19. February 2024,World Health Organisation WHO,List,Medically Important Antimicrobials List for Human Medicine,
12. February 2024,European Commission,Guidance,MDCG 2024-2 Procedures for the updates of the European Medical Device Nomenclature,
